id,username,password,address,city,orders,favorites,balance
83732465,iberian,7676908478299067564,312 Palisades Blvd,Birmingham,"['0380715899', '0330484516', '0345441133', '0486281965', '3499151502', '061312975X', '8466601090', '8484509141', '3257212429', '0375704027', '0394178017', '0679401377', '0425182878', '0345416848', '0425142485', '0312283784', '1569471096', '0805063897', '0373836023', '0425174484', '3518111000', '0451208080', '0345451260', '0671888587', '0140250964', '0308102282', '0385316895', '0553574175', '0312986769', '0553582909', '0743418190', '0060973897', '0671042858', '0875421288', '0394551427', '0947782141', '0394586239', '0064470113']","['0345403339', '0061030147', '0670031046', '0451410319', '1853262404', '0553279572', '0812523385']",50.5
86962720,oratorical,-1281940266558259845,973 Gilbert Ferry Road Se,Attalla,"['0553571486', '0440218535', '0821770209', '0679743464', '0590418858', '0927545373']",[],115.3
10626627,variolite,1757961274843398503,6438 Basile Rowe,East Syracuse,"['0486284735', '0842342702', '156718796X', '0875421288', '038076654X', '0374343381', '0812923278', '0385479689', '0140065172', '043922165X', '0380717018', '039457513X', '0380817144', '0345311396', '0062517856', '0316735736', '0927545373', '0064470113', '0385503857', '0440222303', '193156146X', '014036336X', '0439221706', '0380002450', '0553279572', '0590484753']",['0440130913'],132.6
25579946,resect,1224570733590380363,3501 20th Av,Valley,"['0439221676', '0345313860', '1928791107', '0375821813']","['0140065172', '0449006557', '0440415993', '038549825X', '0679777431']",136.0
19219738,cheetah,3784612395119402975,506 State Road,North Dartmouth,"['0375719180', '0801491827', '0449211770', '0767908473', '0312261594', '0316171107', '1401201172', '1558744150', '0812523385', '0449212084', '0345391802', '1400077826']",['0380754509'],67.4
63549172,griceldagrid,-8018794917593632617,910 Wolcott St,Waterbury,"['0449211770', '0947782141', '0399148582', '0671888587', '0671779338', '2070362388', '0345451260', '0316666343', '0842336214', '0674511255', '0525943862', '0553279572', '0961769947', '0515134368', '055326382X', '0816728739', '0786913878', '0385730586', '0805063897', '0451527038', '0451452755', '0156013967', '1414035004', '0486272664', '0517201658', '0060987103', '0195086295', '0451202341', '0446672211', '0394820371', '0743206053', '8472238822', '1401201172', '3404921038', '0892967994', '0316116025', '0590897985', '0671868713']","['0060913509', '0805062971', '0316735736', '2253148539', '0312890044', '0330484516', '0156027321', '0743406176']",107.4
48088106,hershel,-6260969126789509889,3018 East Ave,Central Square,"['0375704027', '0801491827', '0553579681', '0373750013', '3442446937', '0866119531', '1853260622', '0060930705', '0889740828', '0425179672', '0345251733', '0375420827', '0062517856', '1585007366', '0486415864']",['0446608653'],109.3
56169746,pneumothorax,-7653845280818966846,66-4 Parkhurst Rd,Chelmsford,"['0142000205', '0345402871', '0786913878', '3746670055', '2266029460', '0486284735', '0439319552', '8845229041', '0804117934', '0385493800', '0451166892', '055358099X', '0449006557', '0451452755', '0060192631', '0671864769', '1878424319', '0380788497']","['0425142485', '0671021745']",76.3
64102435,lezlielg,5930238466563213317,851 Ann St,Montgomery,"['0743201078', '0425174484', '0060809027', '0451410319', '0743462335', '156971620X', '0345251733', '0446531332', '3746670055', '1573229148', '0830714014', '0345354931', '0449001954', '043922165X', '0007100221', '8427007450', '038076654X', '0805063897', '0061076031', '0375751513', '0060938455', '1400077826', '0060529709', '0849943450', '0373196741', '0972044205', '0671000306', '0060927240', '1878424319', '055321313X']","['0440211727', '0816728739', '0349101779', '0308102282', '0767908473', '0937858994']",118.7
99872959,upraise,4990532566836164556,2400 Route 9,Fishkill,"['0972044205', '0849943450', '0671864769', '1570717257', '0060529709', '0385730586', '0380002450', '039304016X', '0345451260', '0684868911', '0440223571', '1878424319', '0446523992', '3548254268', '0394820371', '0440226694', '1567407781', '0440122090', '0590897985', '2070362388', '8420639133', '0375751513', '8433914545', '0515134368', '0394895894', '8445071769', '1555834531', '0452277337', '0449212084', '0061030147', '0375509038', '8807120194', '3462021095', '0440224829', '0330484516', '0812523873', '1853260053', '0590870157', '0312995431', '0060977493']","['0425184129', '2020315491', '0884111342']",73.9
43052171,tiffany,7493978549550828657,1625 Pelham South,Jacksonville,"['3596214629', '185479549X', '074345829X', '0345428900', '0312422156', '0807565288', '0812523385', '0425163091', '0385730586', '0451406923', '3423116714', '0786913878', '0671000306', '1860198597', '156341029X', '0380002450', '0312283784', '0399147128', '1569871213', '0449212084', '0399138684', '0449911683', '0679733825', '0741403056', '0385490992', '0345402871', '0553579681', '0440224829', '2253148539', '0553584383', '0743211383', '0380788497', '0451181379', '0449006557', '0887841740', '0449207544', '0747538069', '0767905938', '0590418858']","['0671021001', '0425142485', '0671847546', '0345416848', '0553562819', '3746670055', '015216250X', '0393020371']",110.8
15131274,malissa,-4647754839678060799,374 William S Canning Blvd,Fall River,"['0345451260', '055358099X', '9681500555', '8433914545', '0060809027', '193156146X', '0399138684', '0425174484', '0425166619', '0345251733', '0553569058', '0312953453', '8445071769', '0345391802', '0425178242', '0060938455', '0064470113', '0786913878', '0446527165', '3442098424', '0553584510']","['1561561428', '0451526279']",120.6
49945968,sama,5435345124880166839,2575 Us Hwy 43,Winfield,"['0345335465', '8478097732', '0671042858', '2266084372', '0452277337', '1400077826', '0590021117', '0449911004', '0345416848', '0674511255', '1853260673']",[],108.0
20426854,cirri,-6122205255858053034,3222 State Rt 11,Malone,"['1841721522', '0684864320', '0743470389', '0449202631', '0884111342', '0007100221', '2070423204', '1881320189', '1551662744', '1400077826', '051762639X', '156971620X', '0312261594', '0061009059', '0380817144', '3442353866', '044021145X', '1928791107', '0451406923', '0345402871', '0064470113', '0375500766', '061312975X', '1414035004', '0345433173', '0425174484']","['0330484516', '067170124X', '0767905938', '0819154946', '0440218535', '0425179672', '1573228737', '0670031046']",141.7
36861544,terina,6139856416885821539,2800 Spring Avn SW,Decatur,"['0553578693', '1558505377', '0671621009', '1551662744', '1555834531', '0380711109', '0801491827', '0767908473', '0375403582', '0060917016', '0439095026', '0156047624', '0385479689', '0425174484', '0345311396', '0749748028', '0064472264', '2264009306', '156971620X', '0064409457', '038549825X', '0741405784', '0812575954', '0927545373', '0449911004', '1563898586', '0385490992', '0972044205', '0440222818', '0307215342', '0345313860', '2266084372', '0374343381', '0312252617', '1853260053', '0375420827', '0671461494', '0553571486']","['1878424319', '0812521129', '0345451260', '0380728273', '8433914545']",122.8
54490492,prognosticate,4260564942636399613,1300 Montgomery Highway,Vestavia Hills,"['0425174484', '0394586239', '0345391802', '0515128554', '0140029400', '0375420827', '1551662744', '074345829X', '0060563079', '055356451X', '0312252617', '0688169678', '0062770500', '0345418018', '038076654X', '0375500766', '038549825X', '3746670055', '3257212054', '0380002450', '0385327773', '0394800133', '0385511612', '0373245580', '3518111000', '0440130913', '8483002523', '8484509141', '0060529709', '0195086295', '0451527038', '039457513X', '0380728273', '0553101439', '0140620664', '0446519138', '014036336X', '8440616252', '1853260673', '0381999866']","['0747538069', '0553569058', '3442446937', '0618231617', '0830714014']",67.2
49584897,mezuzah,-6755401442232096817,5919 Trussville Crossings Pkwy,Birmingham,"['044021145X', '0140620664', '0393318435', '0060621257', '1853260053', '0671623249', '8472238822', '0062770500', '8420639133']","['1563899388', '0060932759', '0399147128', '3257207522', '0449202631', '0345402871']",129.7
37096995,herculean,6904732052602924066,2001 Glenn Bldv Sw,Fort Payne,"['0975311255', '0345433173', '0842342702', '0743201078', '0373123485', '0349101779', '0380754509', '0393048977', '0674511255', '1842040154', '038549825X', '0394895894', '0375719180', '0345418018', '0840734530', '0446364762', '0767908473', '0767905938', '0749748028', '0553210092', '0679401377', '0061009059', '0195086295', '055321313X', '0590225170', '0060083298', '0425179672', '0380732688', '0375705856', '0671027360', '0741402912', '0553574167', '0375704027', '1841721522', '0380718332']","['225300670X', '0374343381', '0060913509', '0671847546']",138.1
41662116,winograd,3397584607901088104,92 Plaza Lane,Oxford,"['0061076031', '8807120194', '0385490992', '1414035004', '0439221730', '0671021745', '0060930187', '0316735736', '0060917016', '0446605484', '0571209521', '061312975X', '0440222818', '1575663937', '0671623249', '0060529709', '0451197275', '0486272664', '0373245580', '0312890044', '0345297709', '0380815923', '0440415993', '0440219604', '0449911004', '0064472264', '0345311396', '0449006557', '0446527165', '0743222229', '0590418858', '1853260673', '0743470389']","['0062770500', '055358099X', '0679733825']",89.5
55157799,honora,5532220373155831941,1415 7Th Street South,Clanton,"['0618231617', '0975311255', '0156001942', '0553101439']","['0671002481', '0060930705', '0425179672']",101.7
46964912,paulettepauley,1018866760593604794,777 Brockton Avenue,Abington,"['0451456548', '0553101439', '0890877564', '0245542957', '0553210092', '0875421288', '1592571301', '3442446937', '0819154946', '0345251733']",['0553571486'],121.0
54563647,camel,4293462686285771628,501 Willow Lane,Greenville,"['2020315491', '0062517856', '0972044205', '0425174484', '0451523415', '0842342702', '0440241413', '0618173870', '0812575482', '0061096091', '0345354931', '0590418858', '0060973897', '0741405784', '0380718332', '0440226694', '0812523385']","['0061042943', '0671888587', '0060192631', '0440211727', '067176537X', '0807565288', '0415928087', '0394895894']",50.8
75331409,doorstone,-1772194108704761882,262 Swansea Mall Dr,Swansea,"['0590225170', '0439221706', '0312252617', '0947782141', '2266029460', '0767908473', '0440222818', '0140253580', '0345313860', '0571197639', '3423116714', '0446531332', '0316314927', '2070384349', '0385490992', '0393318435', '0865050880']","['1569471096', '3746670055', '0425142485', '0152162577', '0553562819']",143.9
49413626,sadiras,1216464666716477706,233 5th Ave Ext,Johnstown,"['0679801146', '0312278586', '0451197275', '1878424319', '0416196772', '0679777431', '080521061X', '0451450256', '0312156960', '0450029956', '0451452755', '0312890044', '2266029460', '0801491827', '0308102282', '0316666343', '0394551427', '0767905938', '043922165X', '0571197639']",[],79.1
57730213,hibachi,2645232409077557743,311 RT 9W,Glenmont,"['2264009306', '0060804157', '0061030147', '0140253580', '0975311255', '0394586239', '0439319552', '0156013967', '0812923278']","['0440122090', '0425137945', '0399143165']",97.4
24141902,cobnut,-4746091799221551015,591 Memorial Dr,Chicopee,"['0316666343', '0812523873', '0060917016', '0440222818', '8478097732', '0060173289', '0805062971', '0440949424', '2070423204', '0380815923', '0451195663', '0345341201', '0064409457', '0451452755', '055358099X', '0553574167', '0425178242', '0684833395', '0517201658', '0446310786', '0553225987', '0553574175', '0380728273', '0451202341', '0446531332', '0553584510', '0449001954', '0375719180', '8472238822', '8440616252', '0590484753', '0440226104', '0380752115', '0449245691', '0060938455', '0684868911', '0345379454', '0874067391']",['061312975X'],128.5
