id,username,password,address,city,orders,favorites,balance
98291091,tamikatamiko,1053256760606542622,141 Washington Ave Extension,Albany,"['8470021818', '0812926714', '3453206622', '0840777094', '0316262501', '0877013489', '0312876068', '1901250245', '0679411240', '1556344473', '0897331249', '0451405137', '5553675456', '0517027488', '0373252528', '0345374088', '0878795383', '0736904867', '0684838419', '1860197752', '0330270982', '0896214400', '0394467809', '0445408286', '1550139339', '0965413659']","['0060805110', '0789709252']",54.4
43004444,advocation,-2688045160745238532,300 Colony Place,Plymouth,"['0767913019', '0553560719', '1576832880', '0205282601', '0684843102']","['0903505312', '3423121319', '0312872305', '0751512869', '0446351601', '0394800281', '0156001896']",130.9
89704941,chalutz,1416071054486498657,1470 S Washington St,North Attleboro,"['1878624172', '1551665867', '9507398082', '0688144500', '0807011053', '0571088392', '0060805110', '067155834X', '0757300065', '0864426364', '0801980135', '0002261804', '1563841134', '0486299910', '9879201116', '0310597722', '0871315408', '0385233590', '1556610475', '0448417049', '0883490994', '0962619701', '0571215157']","['0064406601', '0451144465', '0345336283', '0374229430', '1576832880', '0898652014']",102.2
86286075,slabber,1124796636323712303,685 Schillinger Rd,Mobile,"['0842334165', '0060414715', '0002219697', '1567310001', '0553762990', '0140010262', '0671318586', '0812566750', '0140083715', '0439312930', '3570209075', '0553579584', '0131038052', '0375431020', '0517884518', '0425169685', '0434791164', '0312321953', '0373762224', '0688111882', '0060972335', '0821772163', '3453148401', '0516016105', '0394513061', '0451144465']","['1564588890', '037305257X', '0060194448']",72.3
15683670,primero,5775849492977113345,1300 Montgomery Highway,Vestavia Hills,"['0553259822', '0192545159', '0140367470', '0060268875', '0373121598', '0330297066', '0445408286', '0060916834', '0316690619', '1586481304', '0373220243', '0879239212', '2253039330', '0517536064', '1566044650', '0875951880', '0785773428', '1551665751', '0060926945', '0679806539', '0867210028', '2207303322', '037302567X', '0864426364', '2070567842', '0140311084', '0658014870', '0394467809', '1410757609', '0451408403']",['0807046310'],83.2
20853281,waite,-9213845806220509721,844 No Colony Road,Wallingford,"['1891620754', '0517027488', '094205329X', '0373264852', '0226848736', '0965699862', '0385425813', '0451625145', '0840758804']",[],88.5
44495924,spouse,7978205304547020134,3501 20th Av,Valley,"['3423129662', '0553581031', '0312851685', '0898652014', '1591290902', '0435123289', '0590819097', '0671318586', '0553263986']","['0060194839', '0821734725']",85.2
74218868,elope,8279683722052386643,209 Lakeshore Parkway,Homewood,"['0345352505', '0517100118', '0394890566', '0312324642', '0843924322', '0345369483', '0131465155', '0312965664', '055356725X', '2290125903', '0609805827', '0671665537', '0060926945', '0312321953', '031286261X', '0394930940', '0465024718', '0884043142']","['1570083371', '8120807731', '3257218699', '0345349407', '0449908798', '0671434675', '8470021818']",120.0
18379531,choral,6965382197476641949,10675 Hwy 5,Brent,"['1551668947', '0380810255', '0465024769', '9507398082', '0586214895', '3404129067']","['157488364X', '0684838419']",79.7
23051965,gerthagerti,1311123464189511426,1950 W Main St,Centre,"['0380700301', '1902593332', '0399139540', '0316540234', '8445071513', '0876808836', '1564581837', '0553218158', '3442437458', '0140304770', '0425098834', '0441078982']","['0821749439', '0727854119', '0671218638', '2264028963', '0373871864', '0385233590', '0330297066', '1585360775']",78.8
74950442,psychopathist,1738918943344046121,2780 John Hawkins Pkwy,Hoover,"['0553345206', '0374229430', '0836215249', '0385285019', '0061001651', '1569315078', '0312851685', '0345368762', '1583142541', '0394513061', '037305257X', '0373106262', '0671886142', '015696256X', '0486219070', '0515125652', '1844160815', '0961895411', '0451625145', '0786864028', '0962619701', '0373052820', '0340281030', '0688103995', '0316507415', '0939680009', '0684857081', '0916872033', '8983140380', '1551660059', '0903505312', '2253045039', '0312206178', '0890439702', '087065179X', '0192545159', '0451182766', '0740721984', '082451646X']","['0808572725', '0205282601', '0449908798', '0749317884', '0863161995']",132.5
81949601,husk,1544321378682243106,16077 Highway 280,Chelsea,"['0821743341', '019507260X', '038517201X', '1853260878', '3518102192', '0811816583', '3257218699', '1551668947', '0740721984', '3404129067', '0553251228']",[],121.5
52084593,nicollenicolson,-1820206522766656658,70 Pleasant Valley Street,Methuen,"['1883055067', '0263161048', '0586086978', '0679735968', '0192545159', '3442040280', '0394718801', '0967277671', '2211041221', '0743449207']","['0802730213', '0449912302', '0812513495', '0747543674', '0809096897', '0449232638', '3882436506', '1400030803']",65.1
81476385,foodstuff,-7378856328797654956,501 Willow Lane,Greenville,"['8489784752', '0373037325', '1569315078', '0373287283', '0131038052', '0800755561', '1930586167', '0896084574', '0451625145', '0399144056', '0880015861', '0785276122', '0140111573', '0671318586', '1878246321', '0140304770', '0913299154']","['0425180689', '0395182794', '0843930217']",54.5
49677853,reflector,-636045085329659371,220 Salem Turnpike,Norwich,"['0553156632', '0385420242', '0843942908', '0446613266', '0440488133', '014027944x', '0749305606', '0440403081', '0330241486', '0515132268', '0823406520', '0792441915', '8423976610', '3404129067', '0263161048', '0517027488', '0590303244', '342105634X', '0060280603', '067155834X', '2264028963', '1883055067', '352217352X', '0394838041', '2020309629', '0553560719', '2211041221', '1591820014', '1878624172', '0151941955', '0834803534', '0821774727', '0439312930', '0316140074', '0892131276', '0394890566']","['0345445724', '0064406601', '0064472922', '038079781X', '0373030983', '0304349267', '0374229430']",111.1
92807555,minnieminnnie,-4486203711185057310,601 Frank Stottile Blvd,Kingston,"['0843942908', '075151666X', '0887291228', '0671719785', '0806968028', '080392514X', '0888625456', '0687332079', '0451406958', '0399136665', '019507260X', '0030802377', '0061083461', '0688140963', '0380703211', '0061070173', '0892965320', '0091633001', '0771025505', '0688140718', '0312907699', '0465024769', '014027944x', '0670033049', '0451182766', '1896597440', '0099744112', '3882436506', '0671217240', '0380978911', '0890439702']",['0373254539'],87.8
75264815,beanfeast,-5135626329854359548,150 Barnum Avenue Cutoff,Stratford,"['1568659350', '0373201036', '1567310001', '0553762990', '0465024718', '082300239X', '0394730887', '0803287607', '0295972254', '0373121598', '8420610445', '019553123X', '0553263986', '207042796X', '0333315545', '0679806539', '0962619701', '0373707436', '0192545159', '0808572725', '0140028978', '0373112343', '0373030290', '0312322836', '0553259822', '0333906306', '0070493669', '0786883812', '0380978911', '1591820014', '0516016105', '080392514X', '8432055999']",['0590303244'],139.4
94304004,trickery,-7109047305800586098,374 William S Canning Blvd,Fall River,"['345317805X', '0517528436', '083480252X', '0896214400', '0688160964', '1570083371', '1853260975', '0395419174']","['0394513061', '0609800906', '1885171013']",72.1
34935604,ewald,-5172999249891926525,6140A Univ Drive,Huntsville,"['0919946097', '0879517328', '1563841134', '2867441382', '0750913088', '0307020223', '0312950837', '0385285019', '1575662981', '0811200124', '8425328055', '031286261X', '8423976610', '0525939865', '0316690120', '0973255005', '0373484518', '0393086976', '0446672157', '0425178609', '0486260992', '0486299910', '0140170944', '0380776707', '0751512869', '0688014674']",['0399145702'],64.0
13555838,chimene,2833660847829766613,1420 Us 231 South,Troy,"['0099744112', '1850437351', '0070493669', '0807011053', '0781405262', '0658014870', '0802730825', '0352336188', '1583143440', '0002261804', '0345336283', '0140111573', '0750913088', '0198320256', '0394869346', '0374229430']","['0394530942', '0747543674', '155583163X', '0671505246', '0316262501', '0465036759', '013032986X']",58.3
63004064,reunion,-5784603512255959461,1950 W Main St,Centre,"['352217352X', '1571458697', '0373258917', '0786864133', '0307020231', '0889821488', '0688111882', '037305257X', '0819309052', '0131337378']","['2080704001', '0525650687', '0310597722', '1567310001', '037322351X', '0316988960']",99.9
89002624,aplasia,5567343240925206580,1608 W Magnolia Ave,Geneva,"['082451646X', '0939680009', '3404129067', '8420457213', '0140028978', '0380764040', '0727841939', '0609600672', '0151941955', '157778037X', '0345374088', '3442092639', '8489784752', '0671707434', '0744590116', '0876808763', '3453206622', '3518405217', '1858817102', '0061093386', '0520080319', '0448417049', '1852278692', '0060194448', '0425092828', '0399147357', '1863303235', '0529053241', '0312206178', '0743462335', '0786708123', '0671633279', '0786864133', '0525650687']","['155583163X', '0312872305', '0807011053', '0553567683', '0553581031']",143.1
79975092,unit,-538586621162727880,6495 Atlanta Hwy,Montgomery,"['2253039330', '3518394312', '0743412508', '0525650687', '0681418745', '0451160959', '3453148401', '0393700682', '1863303790', '0552083895', '0684871564', '091621141X', '0812926714', '8055103291', '1858817102', '0060414715', '0304349267']",['015696256X'],69.0
49643634,neoclassic,3049725153527001931,4765 Commercial Drive,New Hartford,"['0517100118', '0967005604']","['0151941955', '3518405217', '0671795325', '0822313871', '0919946097', '0618219021', '0061050474', '3423129662']",56.9
15950981,teatime,1083438874048458810,1970 S University Blvd,Mobile,"['0140092382', '2264028963', '0425152952', '0471543977', '0373287283', '0446607231', '0060219106', '8401376513', '0307020223', '055356255X', '0970038704', '0449148734', '1555832660', '0875951880', '0441078982', '0451207998', '0452273803', '0062512668', '0399139540', '0871315408', '0876808763', '1591162203', '0671719785', '0446679550', '1556619472', '0061070173', '2070378551', '0553478346', '0131465155', '0316140074', '0553096605', '0743211448', '0345374088', '0689831528', '0440416639', '0345336283', '1556344473', '0373286953', '0671795325', '0890439702']",[],94.3
61652593,about,6932760404117634199,3100 Hough Rd,Florence,"['0195012704', '2070378551', '0394840933', '0736904867', '0330297066', '0879517328']","['1401901484', '0553252917', '0888625456']",112.8
44876584,fibre,6459256055423157876,8064 Brewerton Rd,Cicero,"['0425152952', '0553241354', '0030107318', '0553218980', '0207169616', '0439312930', '0747543674', '0064440281', '0743474295', '0553252917', '0140380000', '0002254123', '0910395209', '155583163X', '0688095259', '0440432952', '0671318586', '1575662981', '0156001896', '1858813964', '0446672157', '0399147357', '0865471606', '0571088392', '0316861871', '0515125652', '3570209075', '1570083371', '0525941509']","['0330270982', '037305257X', '0312965664', '0609601377']",117.4
40463773,ahoy,6267193142093455942,910 Wolcott St,Waterbury,"['0825300460', '0312851987', '221302121X', '0553233963', '0061099155', '0399135731', '0689841744', '0816741948', '0781405262', '156504018X', '0373707436', '1857037669', '1853463949', '0743219570', '0520080319', '8470021818', '044070006X', '0821774727', '0688140718', '1562477587']","['0806968028', '0312974566', '0892813407', '0787654027', '0895550970', '0440166675']",59.8
32962593,fluorinate,-8973048043450357210,2500 Dawes Road,Mobile,"['0316122203', '0890439702', '0590266004', '0394878655', '0312321953', '0812881796', '0312195621', '0425178609', '0684809001', '0684811502', '0062512668', '1557736022', '0876667779', '0352336188', '0061094560', '0375431020', '0373484518', '0340717238', '8983140380', '0553345206', '157488364X', '0375725520', '0914294083', '0425169685', '221302121X', '0871138654', '0201096676', '0671434675']","['0399147357', '0812513495', '0702215198', '0060268875', '1560231068', '0345284658', '0571088392', '0451191145']",117.7
55411393,armalla,-5541636565227484348,352 Palmer Road,Ware,"['0553567683', '0970038704', '0394885198', '1551668947', '0205282601', '067943545X', '3404242009', '1853463949', '3442092639', '0809096897', '0896084574', '0380776707', '0451191145', '0812521145', '0684809001', '0516016105', '0963167324', '0345369483', '0877018545']","['0373258917', '8423976610', '0394530942']",137.3
34564400,basketwork,-626031627351603204,2041 Douglas Avenue,Brewton,"['0671719785', '0971718016', '0064462390', '1878887343', '0807011053', '0553254138', '0440432952', '0395419174', '345312698X', '0060194839', '2207303322', '0888625456', '1564582973', '0802141404', '1587670585']","['0340371900', '3442552362', '0553252917', '3882438002', '1566044650']",146.5
71233914,warring,6347859256715927342,591 Memorial Dr,Chicopee,"['075700038X', '0394869346', '0385304366', '0896084574', '0345300815', '342105634X', '1551660059', '0307592618', '0060972335', '0887291228', '3518102192', '0553478346', '2264028963', '0345334957', '0373225490', '0871567458', '0864426364', '0893012505', '0441078982', '0345352505', '0465024769', '2266117564', '0802730213', '381558034X', '0451458281', '0385318979', '0684852071', '0590476092', '0684872919', '3442437458', '1857997808', '0843953276', '1587882337', '1568304331', '0590303244', '0973255005', '071561472X', '0030802377', '0192545159', '0434791164']","['0380815699', '1556619472', '0393086976', '0304349267', '0811816583', '1863303790', '2742742379', '0821774816']",79.4
18714372,orvie,5267513616813908797,2055 Niagara Falls Blvd,Amherst,"['0070493669', '0913374717', '0425092828', '0373252528', '0385316550', '0572023642', '0684854279', '0399145702', '0425171272', '0743462335', '0060972335', '0393700682', '8440681186', '0451144465', '0912500247', '1842750240', '0743474295', '0688130305', '2070383652', '156504018X', '0821743341', '0819309052', '1567310001', '1564582973', '352217352X', '0718139844', '1571312374', '0939680009', '0879239212', '0313224420', '0807046310', '0405054610', '8434812231']",['0867210028'],87.1
42857914,creepie,-8040137678945965180,8551 Whitfield Ave,Leeds,"['0345336283', '0919946097', '0525939865', '0486419193', '0684854279', '0385285019', '0373286597', '0380810255', '0140564551', '1568304331', '3404149173', '0373871864', '0812513495', '0060916834', '0446353485', '0812566750', '0395522463', '0312324642', '0312289480', '0394730887', '080756625X', '0782124690', '0893012505', '0896084574', '0736904867', '0689841361', '015696256X', '9722110195', '0684843102', '0394885198', '080392514X', '075700038X']","['0471543977', '0345358082', '0553296167', '1843336235', '0553581031']",130.1
49141541,balderas,632478066176207441,2800 Spring Avn SW,Decatur,"['0312324642', '0312974566', '0435123289', '0553478346', '078949387X', '0864426364', '1878887343', '1410757609', '1557132720', '0878795383', '0440237424', '0688140963']",['0752848089'],77.5
49921255,radiolocation,-469879801964840175,1180 Fall River Avenue,Seekonk,"['0415057701', '1858817102', '0373220243', '0738808245', '0060804874', '0809096897', '1557132720', '0767913019', '0842334165', '0679411240', '0446601578', '0394588207', '0399512330', '2070378551', '0808572725', '0789722402', '0345445724', '0688039626', '0973255005', '0451458869', '0888948204', '070905260X', '0747543674', '0446392715', '8484370046', '0684159236', '0373121598', '0679803211', '8445071513', '0708842186', '0440404517', '0452273803', '3499127326', '0896084574', '0380764040', '0727841939', '0806974109', '0399144056', '0553217984']","['3492200540', '1578564980', '0807011053', '0205322441', '0960538860', '0887291228', '0028277775']",80.3
72138479,asdic,6793929853068783212,4975 Transit Rd,Lancaster,"['1556344473', '1563841134', '352217352X', '0553121952', '0738808245', '088404288X', '0609600672', '0848705254']",['0312206178'],117.4
35942873,potts,-8528345850194062721,262 Swansea Mall Dr,Swansea,"['0441005969', '0609800906', '0801980135', '037322351X', '0373702167', '0821737708', '1583143440', '0871315408', '2080720627', '0425092828', '0312321953', '0313224420', '0373762224', '0140092382', '0060000791', '1550139339', '2867441382', '0446679550', '0821220012', '0316262501', '0967005604', '0743449207', '0263135527', '0872390365', '0373225490', '0553252917', '0801650879', '1557232520', '0877018545']",['0684809001'],149.4
73700117,lakeesha,-3604135941563153005,3133 E Main St,Mohegan Lake,"['0451406850', '1860197752', '0590303244', '1878624172', '1889593583', '0394930940', '0140443290', '0553218158', '0679803211', '0395522463', '039731454X', '0140367470', '0752848089', '0679735968', '0875951880', '0312974566', '0590475347', '0345368762', '0890439702', '0060289333', '0743462335', '0792441915', '0670033049', '0914061615', '1410757609', '0006375340', '0140304770', '0205282601', '9197023108', '2879290937', '0307592618', '1557232520', '0395271029', '3492200540', '3803505496', '3499127326', '0807011053', '1858813964', '0553296167']","['1550139339', '0877018545', '0878793380']",67.5
74430996,edgebone,1235926406346884701,11697 US Hwy 431,Guntersville,"['0373052820', '0863563252', '1583142541', '0553096605', '0002554283', '0448417049', '067943545X', '0446672157', '048642362X', '0028277775', '083480252X', '0395271029', '2080710095', '0553275496', '0448405393', '0061093386', '1852278692', '0330295608', '0840777094', '3442092639', '2080704001', '0714525995', '019509395X', '0441545424', '0517027488', '0451191145', '0684811502', '0821220012', '1565102495', '1558216707', '0816738637', '0345437055', '091621141X']","['0316171468', '0933884184', '0446607347', '1878887343', '3404149173']",53.3
43088231,garboard,3965237503039933559,200 Sunrise Mall,Massapequa,"['0553762990', '0938510886', '3570209075']",[],148.9
29953170,luzluzader,8483769982685511537,7855 Moffett Rd,Semmes,"['0393086976', '3404242009', '0687332079', '1863303790', '0743211448', '0517100118', '0781405262', '0440404517', '0747543674', '082300239X', '0345349407', '1583143440', '0914294083', '1579549276', '0671707434', '0973255005', '3442723809', '3426666456', '1551662736', '1580050360', '0785773428', '019509395X', '0070493669', '8408020374', '1563841134', '0345435397', '0425092828', '0060735422', '014130894X', '0449201538', '1896597440', '0373258917', '0887291228', '0836215249', '0671689746']","['080392514X', '0061050474', '0671498940', '0865471606', '0688039626', '0295972254', '0764550616']",82.7
18166661,trinitytrinket,5949242207041352016,3501 20th Av,Valley,"['0297836404', '0888948204', '8477272905', '0192801724', '0934986517']","['0553251228', '0395419174', '3505108693', '0393086976']",50.5
17395545,requirement,8761034195327859040,601 Frank Stottile Blvd,Kingston,"['0553241354', '0395271029', '0521400643', '0553209434', '0486219070', '8484370046', '0446353485', '1561675679', '0671217240', '0375703861', '0809224348', '0316171468']","['0960538860', '0816741948', '0671009958', '0684801582']",62.0
24134022,chlori,5485505278299726153,470 Route 211 East,Middletown,"['0394878655', '0914294083', '0441003117', '0345345045', '0679735968', '1566044650', '0876808836', '0141186151', '8477272905', '0446672157', '0316690619', '0740721984', '0131465155', '0440488133', '0425076776', '089840150X', '0060219106', '0553121952', '0380764040', '1591820014', '0393050041', '0910395209', '0393086976', '0590475347', '0679806539']",[],135.6
84808539,clod,-1915835131583179359,10710 Chantilly Pkwy,Montgomery,"['0871567458', '0887330630', '0091018501', '0060081961', '0140097732', '0345245377', '1571312374', '1591820014', '1883055067', '0671505246', '0747247196', '1579549276', '0671498940', '0373112343', '0689831528', '0061009032', '0811840417', '0060923156', '0751501336', '0789477858', '1892213958', '0002554283', '0061094560', '0893012505']","['0140111573', '3453014049', '3453206622']",129.0
92978584,namedropping,7596363883554367299,5919 Trussville Crossings Pkwy,Birmingham,['0965453561'],"['0910395209', '0965699862', '0441873626', '0316140074', '0842308083', '2070543587']",105.9
81623179,discomfit,-3363504561218448753,43 Stephenville St,Massena,"['0843930217', '1586481304', '1858817102', '0385304366', '1564581837', '1593553196', '0553213717', '1885171013', '0380703211', '1562824201', '1551665751', '0671021338', '1560231068', '0375725806', '0553275496', '0330297066', '0553565451', '0380450054', '0671719785', '0747543674', '0446353485', '0816505837', '0812513495', '0872390365', '0451207998', '0525939865', '0385244835', '0517053233', '0439141001', '2070567842', '0061050474', '1570426201', '158062619X']","['2207303322', '0671689746', '2264028963', '3492200540', '1892213958', '1562477587']",116.9
25160853,teraterai,-1648154712355851510,425 Route 31,Macedon,"['0553254138', '0465076157', '0821749439', '0345252985', '2070378551', '0486215318']","['0882640011', '2080704001']",100.7
61540362,palinode,-3525939150281138189,250 Rt 59,Airmont,"['2070378551', '0553296167', '0896084574', '0688170528', '0590405926', '0425152952', '0736904867', '0373121598', '0064462390', '0867210028', '0060807253']","['0590396358', '0385285019', '0671528297', '1901250245']",138.8
98140074,thirtythree,3522008855149953254,340 East Meighan Blvd,Gadsden,[],"['0385502737', '0486260992', '1931561028']",65.5
96351825,unguent,-791174685339173799,1365 Boston Post Road,Milford,"['1576832880', '0771025505', '0345369483', '0892813407', '0893012505', '1853463949', '067155834X', '0658014870', '0486419193', '0396086926', '0965699862', '0060805110', '0395522463', '0373264852', '0072119179', '0399135731', '1564581837', '0140105247', '0140431705', '0689831528', '0679734058', '0425175979', '0812503198', '0971718016', '0064472922']","['0786704799', '0345445724', '0743474295', '0373484518', '0441078982']",94.0
59256809,nerveless,563944988560231254,72 Main St,North Reading,"['325720227X', '0312974566', '158567169X', '0393050041']","['0842334165', '0316988960']",105.1
14214646,vibration,6299579888788401216,970 Torringford Street,Torrington,"['0061070173', '0373027443', '031286261X', '1891620754', '155583163X', '0812817974', '0140304770', '1853463949', '0316728985', '3596118239', '0380978911', '0449148734', '847844422X', '0843942908', '0394467809', '0618219021', '0060083972', '0091633001', '0425092828', '2266117564', '0452268664']","['0749317884', '0553217984', '0440416639', '0811840417', '0521400643', '0816505837']",82.1
50248855,broadtail,-1712177833203830493,288 Larkin,Monroe,"['0091018501', '0060916834', '1567310001', '0394885198', '0028277775', '0345443233', '0965453561', '0316734462', '345317805X', '0688014674', '0425152952', '0452268664', '0590623842', '0515132810', '081181503X', '0316861871', '0449201538', '0440204208', '0671633279', '0675080746', '0060083972', '0060926945', '189694101X', '0764223852', '0030615224', '055328357X', '0226848736', '2266117564', '0333906306', '0394838041', '3405160812', '3257218699']","['0812881796', '0718139844', '0064462390', '0834803534']",115.5
73281895,hinojosa,-9005764294129562623,200 Otis Street,Northborough,"['0893012505', '0345435397', '0316734462', '0670628301', '0140083715', '0451182766', '1550390678', '0553374753', '0486419193', '0449148734', '0553096605', '0385318979', '0333906306', '0449201538', '1587882337', '0671719785', '0764553410', '0394530942', '0060807253', '0816741948', '0140564551', '1901250245', '2080710095', '207042796X', '0441078982', '0226848736', '3518102192', '156504018X', '0373225490', '0373027443', '0553254138', '0312324642', '1564581837', '2207303322', '0394930940', '0345334957', '071561472X']","['080392514X', '0867199024', '0679734058', '0060083972']",134.7
92732910,clydeclydebank,-6581419485744879032,900 Boston Post Road,Guilford,"['0091018501', '0064462390', '0867210028', '0965453561', '0446678589', '3803505496', '0671217240']",['0743474295'],78.8
42195669,lockett,-9979565522710629,990 Route 5 20,Geneva,"['0778320073', '0091633001', '0373270275', '1896597440', '0028277775', '0345336283', '0312872305', '0446607347', '3404129067', '0345300815', '0679807527', '0385195710', '0743406397', '055328357X', '0452264790', '0441545424', '0684857081', '0553259822', '0888948204', '070905260X', '0471395242', '0465024718', '3404242009', '0399135731']",[],113.8
79058250,spiffy,4273385246643738418,100 Charlton Road,Sturbridge,"['0340717238', '0843953772', '0451523776', '0863161995', '0465076157', '0385509006', '0590475347', '8437606608', '0205322441', '0786883812', '0688064256', '0307115968', '0449908798', '0609801457', '3570209075', '0028277775', '0889821488', '0385293941', '0590396358', '0345349407', '0884043142', '0590972847']",['0863563252'],72.2
80747093,hydrophane,6167297231182753223,1400 County Rd 64,Horseheads,"['0446672157', '0879517328', '0399512330', '1883055067', '157488364X', '0451191145', '0451138147', '1844160815', '0446392715', '0960394621', '0440115159', '1563841134', '0425178609', '0375725806', '0609805827', '019509395X', '345317805X', '0764553410', '0812881796', '0671642219', '0380788144', '0789709252', '0380764040', '2253047821', '0821749439', '0451169158', '0060922265', '0330241486', '1565123441', '1878887343', '0812513495', '0394845455']","['0395271029', '0395419174', '0671240315']",116.4
86110850,entablature,4799192971068272242,279 Troy Road,East Greenbush,"['0316507415', '082451646X', '1562824201', '1850437351', '0970038704', '0914294083', '0671886142', '1556619472', '1573245704', '0747247196', '0684852624', '0345369483', '0375725806', '0399136665', '8477272905', '0140105247', '1852278692', '1844160815', '0671319558', '0440166675', '0553586580']","['0553762990', '0449908798', '0553252917', '0393050041', '0876808836', '1885171013']",105.8
87017490,glob,-2600755027293483178,66-4 Parkhurst Rd,Chelmsford,"['9197023108', '0486299910', '1579549276', '0394588207', '0888625456', '0571088392', '0434791164', '2070543587', '0304349267', '0821774816', '0451523776', '0812513495', '2253047821', '038517201X', '0440235286', '0061094560', '0312324642', '0395838088', '1583142541', '0967005604', '0140564551', '0684809001', '0449232638', '0192545159', '037302567X', '0688039626', '0394800281', '0552083895', '0091294800', '096267950X', '0553233963', '0553218158', '0806968028', '0385195710', '0140304770', '0345252985', '1551662736']","['0373287283', '0345374088', '158567169X', '0316507415', '0345345045', '0061099155', '0373270275', '0743462335']",114.9
53741204,hoggish,2762529166600948441,910 Wolcott St,Waterbury,"['0451458869', '0679003142', '0295972254', '8120807731', '0061099155', '019507260X', '0842308083', '1578564980', '8484034119', '1883055067', '0802114369', '0517027488', '039731454X', '0671689746', '0380783002', '0385285019', '1585360775', '091621141X', '1853260886']","['0440507944', '1593553196', '0802703909', '0743449207', '014027880X', '0465076157', '3257230982']",143.4
33423762,duquette,-5424904439864147448,3186 Hwy 171 North,Fayette,"['0802730213', '0671528297', '0786708123', '0743211448', '0553586580', '0517573849', '0971663815', '0030802377', '1564588890', '006009298X', '0061099155', '1556344473', '0553213717', '0671689746', '0465076157', '2867441382', '0863563252', '0552143014', '1572972491', '0373201036', '0684852071', '0590819097', '381558034X', '0385316550', '0841617805', '1858817102', '0809224348', '0061050474', '0743474295']","['031286261X', '0830713255', '0471543977', '0425092828', '0840791798', '2253053546', '0679734058']",137.7
88776272,lowney,-119499515933068310,450 Highland Ave,Salem,"['0822313871', '0553154214', '0060804874', '0064406601', '0747247196', '0440235715', '0030802377', '0394588207', '0375703861', '0571088392', '1564581837', '0787102296', '0802730213', '3518102192', '0061093386', '0380978911', '0553254138', '2211041221', '1555832660']","['0895550970', '0140111573', '0312851464', '3442437458']",55.7
61830415,haemophiliac,-6299871078859893074,1011 US Hwy 72 East,Athens,"['0393050041', '0525941509', '0618219021', '158567169X', '0373286953', '1854796283', '0801980135', '0312179499', '0811816583', '0740721984', '2253045039', '0312907699', '0553218980', '325720227X', '014027944x', '847844422X', '0888625456', '0316734462', '0812521145', '0877013489', '0373256299', '0914061615', '082300239X', '0905895878', '0345443233', '0061003824', '0140311084', '0394878655', '2080704001', '0679806539']","['0060392177', '0590476092', '0373270275', '0688144500', '2253053546', '0064472922']",131.4
77181386,claudio,8834203670870877826,2473 Hackworth Road,Adamsville,"['0060194448', '0345358082', '0394838041', '0345443233', '1584855207', '0883490994', '0849936861', '0971663815', '157488364X', '0964967804', '0671240315', '0802141404', '0914061615', '0399139540', '067972544X', '2080720627', '0395182794', '0131337378', '3518405217', '0743412508', '1578564980', '0671516752', '0801650879', '158567169X', '0743424107', '1583142541', '9507398082', '0140092382', '0310597722', '3404129067', '0312206178', '0671886142', '0446613266', '0778320073', '0689841361', '0821737708', '1558216707']","['1565102495', '0800755561', '0590396358', '0316690120', '1582343764']",86.3
37211333,externalize,8849193334363108857,990 Route 5 20,Geneva,"['096267950X', '0812817974', '0752848089', '0505521598', '2290309338', '0688144500', '0590476092', '0340717238', '0002554283', '0727841939', '0395522463']","['0156001896', '0385293941', '0842308083', '0140380000', '0525939865', '0060219106']",94.9
43424546,danny,4923803555501544658,2643 Hwy 280 West,Alexander City,"['0553217984', '0830713255', '0743462335', '0380783002', '0553478346', '0841617805', '0345354931', '1588981770', '3426666456', '088404288X', '0743474295', '0878795383', '0810980711', '0684871564', '0020136900', '0671642219', '0571088392', '0878577475', '0345336283', '0752848089', '0517053233', '0373707436', '0140304770', '0840758804', '0590448900', '0767913019', '1584855207', '0446603414', '096267950X', '0743412508', '0806968028', '0060194448', '0395522463', '0441005969', '0312974566', '0586086978']","['0380978695', '0843953772', '0609800906', '0785812148', '1572972491', '0345352505', '0140092382']",144.1
72268834,lydie,2462341319729663954,209 Lakeshore Parkway,Homewood,"['0590819097', '0517536064', '0345245377', '0070527091', '0330297066', '0875951880', '0671633279', '0871567458', '0393086976', '1878624172', '0658014870', '0425175979', '0751501336', '0671707434', '0452262038', '8120807731', '0812503198', '0515132268', '1564135071', '0896084574', '0395877504', '0060000791', '1573245704', '0552083895', '2080720627', '0446357472', '1551665867', '3499127326', '0310231612', '0836215249', '0688130305', '1551665751']",['0878795383'],55.4
53600661,istanbul,-5317103274665873672,1105 Boston Road,Springfield,"['2080710095', '0140311084', '0345336283', '0750913088', '0787102296', '0465024718', '1902593332', '0897331249', '0553213717', '0373270275', '1576731030', '0061093386', '0449148734', '0061050474', '0375430784', '0812550862', '0892813407', '0330241486', '0967277671', '0061001651', '2742742379', '1857037669', '0671795325', '0425175979', '0842308083', '0060083972', '0910395209', '0747247196', '9722110195', '1557100160', '0896214400', '0446678589', '0002554283', '1565102495', '0451169158']","['2253053546', '0718139844', '0441873626', '038517201X', '0091633001', '0373201036', '0801650879']",96.6
